   -0.329715311527252197E+02   -0.441983699798583984E+02   -0.486220657825469971E+02   -0.358396291732788086E+02   -0.429219841957092285E+02    0.574251294136047363E+00    0.689960539340972900E+02    0.266670775413513184E+02    0.789806842803955078E+00   -0.514034513059862518E+11   -0.599146350544150419E+01    1
    0.290676116943359375E+02    0.155835092067718506E+02    0.461921751499176025E+02    0.406805455684661865E+02    0.385399401187896729E+02    0.794100880622863770E+00    0.189594924449920654E+02    0.501535177230834961E+01    0.122593998908996582E+01   -0.329025712700262718E+11   -0.599396350544151169E+01    1
   -0.317306280136108398E+02   -0.448244035243988037E+02   -0.183114588260650635E+02   -0.162244141101837158E+02   -0.403081834316253662E+02    0.127436530590057373E+01    0.749935567378997803E+02    0.355514764785766602E+01    0.310623526573181152E+01   -0.282001525794070511E+11   -0.599646350544151474E+01    1
    0.497956395149230957E+02    0.493387401103973389E+02    0.235589087009429932E+02    0.451684176921844482E+02   -0.416578054428100586E+01    0.157745599746704102E+01    0.683920025825500488E+02    0.115406823158264160E+02    0.253299891948699951E+01   -0.274533332465192451E+11   -0.599896350544151957E+01    1
    0.341555893421173096E+02   -0.235192835330963135E+02    0.316965878009796143E+02    0.494375407695770264E+02    0.485167562961578369E+02    0.993972539901733398E+00    0.564419806003570557E+02    0.203488445281982422E+02    0.115458369255065918E+00   -0.233785927284954491E+11   -0.600146350544151552E+01    1
    0.356644511222839355E+02   -0.209583997726440430E+02    0.470086276531219482E+02    0.298057913780212402E+02    0.496611714363098145E+02    0.409978151321411133E+00    0.493207454681396484E+02    0.216859960556030273E+02    0.625731348991394043E+01   -0.232650122079538918E+11   -0.600396350544151858E+01    1
   -0.387823224067687988E+02   -0.215921878814697266E+02   -0.462715685367584229E+02   -0.147232890129089355E+02   -0.172723412513732910E+02    0.961808443069458008E+00    0.411408126354217529E+02    0.265645837783813477E+02    0.565824329853057861E+01   -0.230390309322720795E+11   -0.600646350544151630E+01    1
    0.791779756546020508E+01    0.378045856952667236E+02    0.374651193618774414E+02    0.388201117515563965E+02    0.200367450714111328E+02    0.240823864936828613E+00    0.902885854244232178E+02    0.106287956237792969E+02    0.699616074562072754E+01   -0.224107427801270485E+11   -0.600896350544152469E+01    1
   -0.231551706790924072E+02   -0.462450265884399414E+02   -0.473715484142303467E+02    0.241417586803436279E+02   -0.427366971969604492E+02    0.861102342605590820E-01    0.471259355545043945E+01    0.340605974197387695E+02    0.723498761653900146E+01   -0.223138337452640915E+11   -0.601146350544151886E+01    1
   -0.422999441623687744E+02   -0.245936393737792969E+02   -0.381146728992462158E+02   -0.378501892089843750E+02    0.503326058387756348E+01    0.446704268455505371E+00    0.573521852493286133E+00    0.249475216865539551E+02    0.808950006961822510E+01   -0.222127651034565964E+11   -0.601396350544150859E+01    1
    0.461649119853973389E+02    0.322179198265075684E+02    0.950772762298583984E+01    0.344815850257873535E+02    0.213098168373107910E+02    0.948323607444763184E+00    0.594668984413146973E+01    0.182064056396484375E+01    0.456114411354064941E+01   -0.219088558931916122E+11   -0.601646350544151520E+01    1
   -0.359004139900207520E+02   -0.395695567131042480E+02   -0.342590212821960449E+02   -0.135286688804626465E+02   -0.120212078094482422E+02    0.169304060935974121E+01    0.941560268402099609E+01    0.341018033027648926E+02    0.712901353836059570E+01   -0.215630081836430969E+11   -0.601896350544151559E+01    1
    0.215502500534057617E+02    0.431889235973358154E+02    0.485452592372894287E+02    0.399907350540161133E+02   -0.100354492664337158E+02    0.658351898193359375E+00    0.409746468067169189E+02    0.253949570655822754E+02    0.889353871345520020E+01   -0.212304603284203110E+11   -0.602146350544152753E+01    1
    0.278476953506469727E+02   -0.377095937728881836E+02   -0.451771140098571777E+02   -0.201834678649902344E+02   -0.478533804416656494E+02    0.118349623680114746E+01    0.511500239372253418E+02    0.293568134307861328E+01    0.644129395484924316E+01   -0.210435329843316574E+11   -0.602396350544153325E+01    1
    0.309200942516326904E+02   -0.735985636711120605E+01    0.370247721672058105E+02    0.413630306720733643E+02    0.337171912193298340E+02    0.195611321926116943E+01    0.464423954486846924E+02    0.201017928123474121E+02    0.133988618850708008E+01   -0.210110349459152222E+11   -0.602646350544152298E+01    1
   -0.244356155395507812E+02   -0.470171034336090088E+02   -0.476000428199768066E+02    0.131420254707336426E+02   -0.257417559623718262E+02    0.642799377441406250E+00    0.143989324569702148E+01    0.135161876678466797E+01    0.749767005443572998E+01   -0.206725813392230186E+11   -0.602896350544150561E+01    1
