    0.103344100737643245E+02   -0.206171492449602880E+02    0.386526435060741704E+02   -0.343871750651293695E+02    0.110036605074742795E+02    0.530577955203915486E+00    0.233099030193065531E+02    0.298684708013560485E+01    0.437472692474021763E+01    0.550402040424217702E+02
    0.134218735799749567E+01    0.187399643085633869E+02   -0.247011624869328763E+02    0.101196823335610731E+02   -0.521684895692182238E+00    0.136266659298593407E+01    0.172541663100664238E+02    0.204879038150587220E+02    0.868177742524302154E+01    0.561179373532962202E+02
    0.105765696211079927E+02   -0.239308977518000887E+02    0.476364790178272841E+02   -0.432226140947585264E+02    0.139314416995547887E+02    0.141527003137357466E+01    0.320452040814374826E+02    0.948891494025751392E+01    0.673811247554009185E+01    0.567412141451918828E+02
    0.923339697766804335E+01   -0.159107543078790172E+02    0.315230771357054635E+02   -0.298493583484458327E+02    0.998509758799255565E+01    0.166007115089938750E+01    0.632810809704096133E+01    0.397950455240306695E+02    0.352353186586381373E+01    0.570237802295717984E+02
    0.659471134419987948E+00    0.225328262634906196E+02   -0.322807970577401449E+02    0.165187921005660314E+02   -0.245428792682848496E+01    0.364957857825949306E+00    0.316303708524763962E+02    0.107081024090410928E+02    0.937473110685524347E+01    0.578177192932191488E+02
    0.592734865875842587E+01   -0.189338011533723716E+01    0.931272209047101285E+01   -0.143175326354464758E+02    0.594955862612277286E+01    0.162032847115603462E+01    0.342701965691183972E+02    0.620811158478042557E+01    0.686228254702412688E+01    0.578705593945758707E+02
   -0.148308024627766599E+00    0.269775516140901885E+02   -0.409212080903529483E+02    0.236603846624180818E+02   -0.459378073489848049E+01    0.182222509390356113E+01    0.640414485050361826E+01    0.285157849342886038E+02    0.614453297906196738E+01    0.584114379035078102E+02
    0.429101559261385290E+01    0.653634575146246988E+01   -0.631121579786509557E+01   -0.191484062428290969E+01    0.237403380719389645E+01    0.583480253230089674E+00    0.519372716382737742E-02    0.243500673133973544E+01    0.860191783630934736E+01    0.586677439204159015E+02
    0.132745025660783966E+01    0.188790525344778217E+02   -0.254550662106609416E+02    0.112120107028400042E+02   -0.984514785366826572E+00    0.308426620805925478E+00    0.315831927678052615E+02    0.233497649084241132E+02    0.970880031052362469E+01    0.588669932702707897E+02
   -0.190964296977277570E+00    0.265038431889927324E+02   -0.390865473814938440E+02    0.216391770223026185E+02   -0.388778912029177093E+01    0.808462067331298107E+00    0.254103658979867708E+01    0.276264511629101328E+02    0.871110803559545488E+01    0.590552212653081980E+02
    0.833324435259211782E+01   -0.137559610222723165E+02    0.307950678888800695E+02   -0.311337235374966497E+02    0.107486585988996310E+02    0.148981893902194962E+01    0.169400272742629774E+02    0.731705358506476244E+01    0.163074451459569864E+00    0.591860736189700134E+02
    0.578800260353104790E+01    0.154534010057737703E+01   -0.589045687965167986E+00   -0.444163510175752663E+01    0.267263438709746026E+01    0.435933534903344910E+00    0.178544716032688981E+02    0.391884823496729737E+02    0.141351435975036388E+01    0.594855919976381884E+02
    0.398627447867973927E+01    0.904427155651161030E+01   -0.122402334015851224E+02    0.357353381195507325E+01    0.612441117320742023E+00    0.123131403513882728E-01    0.318240190695391654E+02    0.274217334789553959E+02    0.560056885830578288E+01    0.595127942093945421E+02
    0.245794384016328138E+00    0.229648449069173637E+02   -0.308665807848291252E+02    0.141777689828359144E+02   -0.153932734342419764E+01    0.173590645131070298E+01    0.128988802889391052E+01    0.213040873190150073E+02    0.662268406909984098E+01    0.595284189834854232E+02
    0.409398345161171306E+01    0.434018249127253597E+01    0.203178921434385984E+01   -0.109950665103983525E+02    0.551465725121791195E+01    0.146214906271458700E+01    0.254812100872854757E+02    0.166670057205788993E+02    0.604415338292421289E+01    0.595731080168191269E+02
    0.886982919971137562E+01   -0.125192008734251274E+02    0.230542010117178506E+02   -0.218121508514019453E+02    0.738424723171758757E+01    0.146002814029741379E+01    0.480072244531911352E+01    0.960777341347852598E+01    0.986883047716450967E+00    0.596978820131891084E+02
    0.788271567150559349E+01   -0.975453414108560679E+01    0.211369372007206238E+02   -0.221440879826541916E+02    0.786318639748249382E+01    0.805876633536657283E+00    0.448956266922704117E+02    0.104748690236169768E+02    0.533106211108764771E+01    0.598478159167408421E+02
    0.108201067762646588E+02   -0.229437966909672149E+02    0.428679809039525139E+02   -0.377897632919094804E+02    0.120311599410428869E+02    0.629686404180271331E+00    0.208504817297146943E+02    0.187590716456743678E+02    0.757388604413336708E+01    0.599280437050678145E+02
    0.416614979148379661E+01    0.779258469943047061E+01   -0.948981584298992686E+01    0.114803914266807539E+01    0.136147076719203142E+01    0.349972778659457584E+00    0.263237824477287816E+02    0.184211863946625201E+02    0.935118748171919201E+01    0.600710584265384071E+02
    0.194399248418758219E+01    0.149915018376852061E+02   -0.171556945675758996E+02    0.389645982768200838E+01    0.130449159998193664E+01    0.927537802417676915E+00    0.271461668833532457E+02    0.113567959799578411E+01    0.131822069931942343E+00    0.602827612396497940E+02
    0.333555355534819142E+01    0.909350347878403653E+01   -0.788259099947405417E+01   -0.246267052014368204E+01    0.290136467141523724E+01    0.348069261840939281E+00    0.310341707432876639E+02    0.130930194252697962E+02    0.963918441860005082E+01    0.603031898458975775E+02
    0.350542336859190584E+01    0.971305156227133182E+01   -0.110009537078571000E+02    0.111299863693753309E+01    0.165011486892061754E+01    0.944178348998533257E+00    0.128428805902609824E+02    0.178766711536141578E+02    0.117990868398171322E+01    0.603453303409883617E+02
    0.490049073606842001E+01    0.377985996028326099E+01   -0.173019471521146073E+01   -0.518036514892830979E+01    0.321141727857023795E+01    0.151385844545034509E+00    0.802610822971224280E+01    0.835620914924683333E+01    0.751395979848223572E+01    0.604103287279669061E+02
    0.568015948088687139E+01   -0.111918939075076196E+01    0.843970711039649046E+01   -0.138850930632801166E+02    0.586579013113394865E+01    0.135827587209316514E+01    0.170582666044259170E+02    0.762656059744519332E+01    0.637363637878610589E+01    0.604526611705411838E+02
    0.393611480202833519E+01    0.614501495070969384E+01   -0.253690021828932544E+01   -0.669834244304684745E+01    0.413907740810120117E+01    0.106763725589795411E+01    0.184479747559611020E+02    0.336128699549118721E+02    0.392394163103174387E+01    0.604576325128841390E+02
   -0.165215730494463742E+01    0.322547774710992314E+02   -0.473904369204165121E+02    0.268802423171100884E+02   -0.511417774349320098E+01    0.155880103283419991E+01    0.256123479956180020E+02    0.518516132593507617E+01    0.683702238550914476E+01    0.605227297404552402E+02
